reviews.text,reviews.rating
"This tablet is great, and it has a good battery life. I'd recommend for people who love to read.",5.0
We gave this tablet to our nine year old Grandaughter for her birthday. She loves it and we feel it is very sturdy. That is a very good thing when it comes to tablets and children.,5.0
"This tablet was a gift for my father-in-law and is his first tablet ever. He is really enjoying getting to know his way around it. It's definitely user friendly and perfect for reading, music, and things like that!",5.0
Good tablet but no YouTube kids like on iPhone. Don't expect iPhone/pad quality very basic AppStore for children,4.0
This tablet is AWESOME for kids. She is 3 years old and has had it since Christmas. It is easy for her to use and play on her own. It has been dropped multiple times and you'd never know it!!,5.0
This is a entry level ereader that only allows you to read in the day...you will not be able to read in the dark,5.0
"Works fine on wifi, otherwise a little slow. My kid enjoys it though. For the price it's good.",3.0
Great for small children allows for limited time setting. Also allows parents to set a requirement for how long educational apps must be used before free time. Case works well,5.0
My daughter loves her kindle! Seems to keep her busy!!,5.0
works great for my 2 year old. I don't like that it requires a pin to use it but goodidn't and strong tablet,5.0
"WISH the kindle fire (for kids) had better way to limit how many items you can download at once. Most kids do not understand that clicking on a bunch of pictures will download that game/program, which is CLOG download times. Needs a better way to remove unwanted items, rather than clicking.. and clicking on every item. Speed and performance is pretty good for a tablet. App store is great and has many items.",4.0
"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",5.0
My teenager loves this and uses it daily. We've also took it places with us and the sound is great.,5.0
Plays all my iPod music via Bluetooth. Also plays radio stations you can't get on a regular radio. Very practical and fun.,5.0
Not too satisfied with the sound and it loses Bluetooth connection no matter what phone I use (either Iphone or Android).,2.0
Great little device easy to connect to bluetoothDecent sound,5.0
I love it it does everything I want can't believe how great it is,5.0
"I read reviews for all the Amazon echo products, and decided the portability and the full size of the Tap made it the right product for me. It lives up to my expectations. It does last all day, playing music, answering questions, (although my accent must give it some problems as I get a few ""I didn't understand that"" comments from Alexa), and setting timers/alarms and lists. I picked the Tap because it has the ability to be moved room to room or even to the patio, and can be recharged overnight.",5.0
"Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3.0
I have really enjoyed my Tap. Alexa responds well and I love the charging dock on my desk. The only downside is the app used for setup is not very good.,4.0
"I bought this about a month ago and I really like it. The best part is light in weight, sound is very good for small gathering like on the deck or camping and it comes with Batterey charger. The voice command activation is so great to have and listen all my music plus worldwide radios from TuneIn.",5.0
Good but setup to enable voice control only on iOS is unclear.,4.0
Bought this for our 7 and 5 year old. They love to play music and ask questions about science. Lots of fun!,5.0
I do like the portability of my Tap. You do lose some features from the Echo - like speaking to it from across the room. But i'm happy with it and it has good sound. great to take out by the pool!,4.0
These things are cool! With the new muti room music options I can have the same song playing in each room. Not to mention the intercom! Great item!,5.0
Great sounding Bluetooth speaker. With the Alexa feature I listen to Kindle books that are not available as audio books,5.0
good speaker. 8 hour battery. Good price. Excellent quality in how it is made.,5.0
If you want to listen to music you will have to sign for Amazon unlimited or Prime which is very expensive. Pandora does not work too well with this device as it does with Google Home.,4.0
